,game_id,white_id,white_elo,black_id,black_elo,opening,moves,winner
1558,IL01d4XK,clebersonmt,1934,matei_popescu1510,1928,B12,e2e4 c7c6 d2d4 d7d5 e4e5 c6c5 c2c3 b8c6 g1f3 c8g4 c1e3 c5d4 c3d4 e7e6 a2a3 g8e7 h2h3 g4f3 d1f3 e7f5 f1b5 d8a5 b1c3 f8b4 b5c6 b7c6 e1g1 b4c3 b2c3 e8g8 e3d2 a5c7 g2g4 f5e7 g1h1 c6c5 a1c1 c5c4 f3g3 a7a5 f2f4 f8b8 c1c2 b8b3 f4f5 e7c6 h3h4 c6d4 d2c1 d4c2,black
1559,il7rpT57,jonnel_07,1598,matei_popescu1510,1580,B20,e2e4 c7c5 f1c4 e7e6 d2d4 d7d5 e4d5 e6d5 c4b5 c8d7 b5d7 d8d7 g1f3 g8f6 e1g1 f8e7 d4c5 e7c5 b2b3 e8g8 c2c4 d5c4 d1d7 b8d7 b3c4 d7b6 b1d2 a8d8 a1b1 d8d7 c1b2 f8d8 b2f6 g7f6 d2e4 c5e7 c4c5 b6c4 f1c1 c4e5 f3d2 d7d2 e4d2 d8d2 f2f4 e5d3 c1d1 e7c5 g1h1 d3f2 h1g1,black
1560,ILMfOcgB,artzay,1958,matei_popescu1510,1930,B13,e2e4 c7c6 d2d4 d7d5 e4d5 c6d5 c2c4 b8c6 b1c3 g8f6 c1e3 c8g4 f2f3 g4f5 g1e2 e7e6 e2f4 f8b4 a2a3 b4c3 b2c3 e8g8 f1d3 f5d3 d1d3 c6e7 e1g1 d5c4 d3c4 a8c8 c4d3 e7d5 f4d5 f6d5 f1c1 d8c7 e3d2 c7c4 d3c4 c8c4 a1b1 b7b6 g1f2 f8c8 b1b3 a7a5 f2e1 a5a4 b3b2 h7h6 b2c2 g7g5 e1f2 g8g7 f2g3 g7g6 h2h4 f7f5 h4g5 h6g5 c1h1 d5c3 d2c3 c4c3 c2c3 c8c3 h1b1 c3a3 b1b6 a3d3 b6e6 g6f7 e6d6 a4a3 d6a6 g5g4 g3f4 g4f3 g2f3 d3d4 f4f5 d4d3 f3f4 d3f3 a6a7 f7e8 f5e5 e8d8 f4f5 d8c8 e5e6 c8b8 a7a4 b8b7 f5f6 f3e3 e6d7 e3f3 d7e7 f3e3 e7f8 e3f3 f6f7 b7b6 f8e8 f3e3 e8d8 e3f3 a4a3 f3a3 f7f8q a3a8 d8e7 a8a7 e7d6 a7b7 f8f2 b6a6 f2a2 a6b6 a2b3 b6a6 b3a4 a6b6 d6d5 b6c7 a4c6 c7b8 d5d6 b8a7 c6c5 a7b8 c5a5 b7a7 a5d8 b8b7 d6c5 a7a6 c5b5 a6h6 d8e7 b7a8 e7f8,white
1561,iLrngIBT,matei_popescu1510,1666,poussebois56,1691,A45,d2d4 g8f6 c1g5 g7g6 b1c3 f8g7 e2e4 d7d6 d1d2 e8g8 e1c1 b8d7 g5h6 c7c5 d4d5 d7e5 h6g7 g8g7 f2f4 e5d7 h2h3 a7a6 g2g4 b7b5 g4g5 f6h5 f1e2 d7b6 e2h5 g6h5 d2e2 b6c4 e2h5 d8a5 f4f5 a5b4 b2b3 b4a3 c1b1 a3b2,black
1562,Imc7VI5f,yeshe,1964,matei_popescu1510,1927,C11,e2e4 e7e6 d2d4 d7d5 b1c3 g8f6 e4e5 f6d7 f2f4 c7c5 g1f3 b8c6 d4c5 f8c5 f1d3 c6b4 d3e2 a7a6 a2a3 b4c6 e2d3 h7h6 c3e2 b7b5 c2c3 d8b6 d3c2 c8b7 d1d3 e8c8 b2b4 c5e7 a3a4 c6a7 c1e3 b6c7 e3a7,white
1563,IMHrcRBe,matei_popescu1510,1867,barmat2,1796,A45,d2d4 g8f6 c1g5 f6e4 g5f4 c7c5 f2f3 e4f6 c2c3 c5d4 c3d4 b8c6 b1c3 d7d5 c3b5 d8a5 b5c3 e7e6 e2e3 f8b4 d1b3 e8g8 a2a3 b4c3 b3c3 a5c3 b2c3 b7b6 f1d3 c6a5 f4d6 f8e8 e3e4 a5c4 e4e5 f6d7 d6b4 a7a5 d3c4 a5b4 c4b5 a8a3 a1a3 b4a3 g1e2 e8d8 e1g1 d7b8 f1a1 c8a6 b5a6 b8a6 a1a3 a6c7 a3b3 d8b8 g1f2 g8f8 e2c1 f8e7 c1d3 f7f6 f3f4 c7a6 f2e3 b8b7 g2g4 a6b8 d3b4,white
1564,InOFvWrr,laikers,1761,matei_popescu1510,1731,D31,d2d4 d7d5 c2c4 c7c6 b1c3 e7e6 g1f3 d5c4 c1g5 d8c7 e2e4 b7b5 f1e2 f8b4 e1g1 g8e7 a2a3 b4c3 b2c3 e8g8 e4e5 e7d5 d1c2 b8d7 f3d2 f8e8 d2e4 f7f6 g5h4 d7f8 f2f3 g7g5 h4g5 f6g5 e4f6 g8f7,white
1565,Io00mifc,chickenpoy,1509,matei_popescu1510,1531,B27,e2e4 c7c5 g1f3 g7g6 c2c3 d7d5 e4e5 c5c4 f1e2 f8g7 d2d4 c4d3 d1d3 b8c6 c1f4 c8f5 d3d2 d8c7 f4g3 e7e6 f3h4 f5b1 a1b1 g7e5 f2f4 e5d6 e1g1 g8e7 h4f3 e7f5 e2b5 f5g3 h2g3 e8g8 c3c4 d5c4 b5c6 c7c6 b1d1 f8d8 d2c3 d8d7 c3f6 a8d8 f3g5 d6c5,black
1566,iO08bCd1,gvegeta2,1681,matei_popescu1510,1674,B10,e2e4 c7c6 g1f3 d7d5 e4e5 c6c5 d2d4 b8c6 f1b5 c8g4 e1g1 e7e6 h2h3 g4f3 d1f3 c5d4 c2c3 d4c3 b1c3 g8e7 c1g5 h7h6 g5e7 f8e7 a1d1 e8g8 f1e1 a7a6 b5d3 d8c7 f3h5 b7b5 f2f4 c6a5 f4f5 a5c4 f5f6 g7f6 e5f6 e7f6 h5h6 f6d4 g1h1 f8d8 d3h7 g8h8 d1d4,white
1567,Ip1H7mhw,matei_popescu1510,1735,serhatbeydiyeceksin,1612,C25,e2e4 e7e5 b1c3 f7f5 e4f5 g8f6 f1e2 d7d5 e2h5 g7g6 f5g6 h7g6 h5g6 e8e7 d2d4 e5e4 c1g5 f8g7 d1e2 b8c6 g1f3 c8g4 e1c1 d8g8 h2h3 g4h5 g6h5 h8h5 g5f6 g7f6 g2g4 h5h7 f3d2 f6d4 d2e4 d5e4 e2e4 g8e6 e4h7 e7d6 h1e1 e6f6 h7e4 a8d8 c3b5 d6c5 b5d4 c6d4 e4e3 c5c6 d1d4 d8d4 e3c3 c6d7 e1e4 d4d6 c3f6 d6f6 e4d4 d7c8 f2f4 c7c5 d4e4 b7b6 c1d2 c8b7 d2e3 b7c6 f4f5 c6d5 e4e6 f6f7 e3d3 f7h7 c2c4,white
1568,ip9NbML3,ruadi96,1783,matei_popescu1510,1765,B27,e2e4 c7c5 g1f3 g7g6 d2d4 c5d4 f3d4 f8g7 c1e3 b8c6 f2f3 g8f6 h2h4 d7d5 e4e5 f6d7 f3f4 h7h5 b1c3 d7b6 g2g4 c8g4 f1e2 g4e2 d1e2 c6d4 e3d4 e7e6 e1c1 e8g8 d1g1 g8h7 g1g5 b6d7 c1b1 a7a5 f4f5 e6f5 c3d5 d7e5 d4e5 d8d5 e5g7 h7g7 h1g1 f8d8 g5h5 a8a6 h5g5 a6d6 b2b3 d5d4 h4h5 d4f6 h5g6 f7g6 g5g6 f6g6 g1g6 g7g6 e2g2 g6f6 g2b7 f5f4 b7e4 d6d4 e4c6 d8d6 c6f3 f6g5 c2c4 d4d3 c4c5 d3f3 c5d6 f3d3 d6d7 d3d7,black
1569,iPJcThIv,annimo_123456789,1871,matei_popescu1510,1878,B13,e2e4 c7c6 d2d4 d7d5 e4d5 c6d5 f1d3 g8f6 c1f4 c8g4 g1e2 b8c6 f2f3 g4h5 e1g1 e7e6 c2c4 d5c4 d3c4 c6e7 b1c3 a7a6 b2b4 b7b5 c4d3 h5g6 d3g6 e7g6 f4g3 f8b4 a2a3 b4d6 g3d6 d8d6 e2g3 f6d5 c3e4 d6b6 e4c5 a8d8 a3a4 b5b4 g3e4 d5e3 d1d3 e3f1 a1f1 a6a5 d3c4 e8g8 f1b1 g6e7 e4d2 e7d5 d2b3 d8c8 c4d3 f8d8 b3d2 d5c3 b1c1 b6c5,black
1570,ipMtlyRR,willy16,1851,matei_popescu1510,1844,A02,f2f4 g8f6 g1f3 g7g6 e2e3 f8g7 d2d4 e8g8 f1d3 d7d6 e1g1 b8c6 c2c3 f8e8 e3e4 e7e5 d4d5 c6b8 f4e5 d6e5 c1g5 b8d7 b1d2 h7h6 g5h4 c7c6 c3c4 a7a5 b2b3 g6g5 h4f2 f6g4 d1e2 d7f8 h2h3 g4f2 e2f2 f8g6 d3c2 g6f4 g1h2 e8f8 f3g1 d8d7 f2g3 d7e7 f1f2 f7f5 e4f5 c8f5 c2f5 f8f5 a1f1 e5e4 f1e1 f5e5 e1e3 a8e8 g3g4 e7c5 e3e2 f4e2 f2e2 c5d6 g2g3 g8h8 e2e3 e5e7 h3h4 d6d7 g4e2 c6d5 c4d5 d7d5 d2c4 g7d4 h4g5 d4e3 e2e3 d5g5 g1e2 g5e3 c4e3 h8h7 e2f4 e7d7 h2h3 d7d2 e3f5 e8c8 h3g4 d2a2 f4d5 c8d8 f5e3 a2d2 g4f4 d2d5 f4e4 d5d7 e3f5 d8e8 e4f4 d7f7 g3g4 f7f5 f4f5 h7g7 g4g5 h6g5 f5g5 b7b5 g5f5 a5a4 b3a4 b5a4,black
1571,IpoWIxz3,rolic,1860,matei_popescu1510,1907,E43,d2d4 g8f6 c2c4 e7e6 b1c3 f8b4 e2e3 b7b6 g1f3 c8b7 f1e2 e8g8 e1g1 b4c3 b2c3 f6e4 d1c2 f7f5 e2d3 d7d6 f3d2 e4d2 c1d2 d8g5 e3e4 g5g6 d4d5 f5e4 d3e4 g6f6 e4h7 g8h8 h7e4 e6e5 f2f4 b8d7 f4e5 f6e5 f1f8 a8f8 d2e3 b7a6 c2d3 d7c5 e3c5 d6c5 d3h3 h8g8 e4h7 g8f7 h3d7 f7f6 a1f1 f6g5 f1f8 e5e1 f8f1 e1e3 g1h1,white
1572,iQ4g9Vtb,matei_popescu1510,1633,alainp,1623,A40,d2d4 e7e5 d4e5 b8c6 f2f4 d8e7 g1f3 e7b4 b1c3 d7d6 e5d6 f8d6 e2e4 c8g4 a2a3 g4f3 d1f3 b4d4 c1e3 d4f6 e4e5 c6e5 f4e5 f6f3 g2f3 d6e5 e1c1 e5c3 b2c3 c7c6 h2h4 g8e7 h4h5 e7d5 e3d4 f7f6 f1c4 d5b6 d4b6 a7b6 c1b2 b6b5 c4e6 a8d8 d1d8 e8d8 h1d1 d8e7 e6f5 h8d8 d1d8 e7d8 f5h7 d8e7 h7g6 e7e6 f3f4 e6d5 f4f5 d5c4 g6f7 c4c5 b2b3 b7b6 a3a4 b5a4 b3a4 b6b5 a4b3 c5b6 c3c4 b6c5 c4b5 c6b5 c2c4 b5c4 f7c4 c5d4 c4f7 d4e5 f7g6 e5d4 b3b4 d4d5 b4c3 d5e4 c3c4 e4e5 c4d3 e5f4 d3d4 f4f3 d4d5 f3f4 d5e6 f4g5 e6f7 g5h6 f7g8 h6g5 g8g7 g5f4 g7f6 f4g4 h5h6 g4f4 h6h7 f4g4 h7h8q g4g3 h8h5,white
1573,iqFsO4ov,shuvalovkm,1664,matei_popescu1510,1664,D31,d2d4 d7d5 c2c4 e7e6 b1c3 c7c6 g1f3 d5c4 a2a4 f8b4 e2e3 b7b5 a4b5 b4c3 b2c3 c6b5 c1a3 c8b7 f1e2 a7a6 e1g1 g8e7 f3e5 b8d7 e5d7 d8d7 e2h5 e8g8 d1c2 e7d5 a3f8 a8f8 h5f3 d5f6 f3b7 d7b7 a1a5 b7c7 f1a1 f6g4 g2g3 c7e7 a5a6 e7f6 a6a5 f6h6 h2h4 g7g5 a5b5 g5h4 c2e4 f7f5 e4h1 h4h3 b5b4 e6e5 b4c4 f5f4 d4e5 f4g3 c4g4 g8h8 g4g3 h6b6 h1h3 b6b2 a1f1 b2e2 h3g2,white
1574,iqhKQbg8,matei_popescu1510,1577,diegortuso,1562,D00,d2d4 d7d5 e2e3 g8f6 f1d3 b7b6 b1d2 c7c5 c2c3 c8b7 f2f4 e7e6 g1f3 f8d6 e1g1 e8g8 f3e5 b8d7 f1f3 c5d4 e3d4 a8c8 f3h3 g7g6 d1e1 f6h5 d2f3 d8f6 e5d7 f6e7 d7f8 c8f8 f3e5 f7f6 e5g6 h7g6 d3g6 h5g7 e1h4,white
1575,IQLaD0Dg,matei_popescu1510,1938,vvvad116,1935,A43,d2d4 c7c5 e2e3 c5d4 e3d4 d7d5 f2f4 b8c6 g1f3 f7f6 f1d3 c8e6 d1e2 e6f7 e1g1 d8d6 c2c3 e7e6 b1a3 a7a6 a3c2 g8e7 c1d2 g7g6 a1e1 f8g7 g1h1 e8g8 f1g1 a8e8 g2g4 e7c8 e2g2 e6e5 f4e5 f6e5 d4e5 c6e5 f3e5 g7e5 c2d4 d6c7 h2h4 c8b6 d2h6 e5g7 h6g7 g8g7 g4g5 e8e1 g1e1 f8e8 e1e8 c7f4 d4e6 f7e6 e8e6 f4h4 h1g1 b6c4 d3c4 d5c4 e6e7 g7f8 e7e2,white
1576,IqMBb9gv,matei_popescu1510,1862,josh1808,1915,D00,d2d4 d7d5 e2e3 e7e6 f1d3 g8f6 b1d2 c7c5 c2c3 b8c6 f2f4 f8d6 g1f3 e8g8 f3e5 d6e5 f4e5 f6d7 e1g1 c5c4 d3c2 b7b5 e3e4 b5b4 f1f3 a7a5 f3h3 h7h6 d1g4 d8g5 g4g5 h6g5 h3g3 f7f6 e5f6 g7f6 e4e5 c6e5 d4e5 d7e5 d2f3 e5f3 g2f3 g8g7 h2h4 g7h6 h4g5 f6g5 c1g5 h6h5 g1g2 e6e5 a1h1 c8h3 h1h3,white
1577,iqv1EweX,matei_popescu1510,1956,educao,1926,A45,d2d4 g8f6 c1g5 g7g6 b1c3 f8g7 e2e4 d7d6 f2f3 b8c6 d1d2 e8g8 e1c1 a7a5 g5h6 e7e5 d4d5 c6d4 h6g7 g8g7 g1e2 d4e2 f1e2 a5a4 a2a3 b7b6 g2g4 c8a6 e2a6 a8a6 c3a2 f6d7 h2h4 d7c5 h4h5 h7h6 h5g6 d8g5 g6f7 g5d2 c1d2 f8f7 d2e3 a6a8 a2b4 a8f8 d1f1 c5d7 b4c6 d7f6 h1h4 g7g6 f1h1 f6g8 h1h3 g6g5 h4h5 g5g6 h5f5 g8e7 c6e7 f7e7 f5f8,white
1578,IRdmh0K3,hoed,1552,matei_popescu1510,1622,B10,e2e4 c7c6 g1f3 d7d5 e4e5 c6c5 d2d4 b8c6 c2c3 c8g4 c1e3 c5d4 c3d4 e7e6 f1e2 f8b4 b1c3 d8a5 e1g1 b4c3 b2c3 a5c3 h2h3 g4f3 e2f3 g8e7 d1a4 c3a5 a4b3 a5b4 b3c2 e8g8 a1b1 b4c4 c2c4 d5c4 b1b7 e7d5 f1c1 d5e3 f2e3,white
1579,IRRHvbx2,matei_popescu1510,1841,billyzee,1810,A81,d2d4 f7f5 g2g3 g8f6 f1g2 d7d5 c2c4 e7e6 b1c3 c7c6 d1c2 f8d6 g1h3 e8g8 c1f4 f6e4 f4d6 d8d6 h3f4 b8d7 e1g1 d7f6 c4c5 d6e7 f2f3 e4c3 c2c3 c8d7 a1e1 a8e8 e2e4 f5e4 f3e4 d5e4 g2e4 f6e4 e1e4 f8f6 f1e1 e8f8 e4e2 e7f7 c3c1 h7h6 f4d3 f6f3 d3e5 f3f1 e1f1 f7f1 c1f1 f8f1 g1f1,white
1580,iRUpXoFn,f1177256,1951,matei_popescu1510,1951,A10,c2c4 g7g6 g2g3 f8g7 f1g2 c7c5 e2e4 b8c6 g1e2 e7e5 e1g1 g8e7 b1c3 e8g8 d2d3 d7d6 c1e3 f7f5 e4f5 e7f5 d1d2 f5d4 e3d4 c6d4 e2d4 e5d4 c3d5 a8b8 b2b4 b7b6 b4c5 d6c5 a2a4 c8b7 a1e1 f8f5 e1e6 b7c8 e6e2 f5e5 f1e1 e5e2 d2e2 c8f5 d5e7 g8h8 e7f5 g6f5 e2e6 d8f6 g2d5 f6e6 e1e6 h7h6 e6e7 a7a5 e7f7 b8f8 f7b7 f8f6 g1g2 h8h7 g2f3 h7g6 f3f4 h6h5 f2f3 g7h6 f4e5 h6g7 h2h3 f6f7 e5d6 f7f6 d6c7 f6f7 c7b6,white
1581,isde6WRc,matei_popescu1510,1680,bigcactus007,1707,D00,d2d4 d7d5 e2e3 g8f6 f1d3 c8d7 b1d2 b8c6 f2f4 e7e6 c2c3 f8e7 g1f3 h7h6 e1g1 a7a6 f3e5 e7d6 f1f3 d8e7 b2b4 g7g5 f4g5 h6g5 d1f1 h8h6 e5c6 b7c6 e3e4 d5e4 d2e4 f6e4 d3e4 f7f5 e4d3 d6h2 g1f2 h6h8 f1e2 g5g4 f3e3 g4g3 f2f3 h8f8 d3f5 f8f5 f3e4 e7h4 e4d3 c6c5 e3e6 e8d8 e6e3 c5b4 c3b4 d7b5,black
1582,ISmgptS7,matei_popescu1510,1900,tabostor,1957,A45,d2d4 g8f6 g2g3 d7d5 f1g2 e7e6 g1f3 f8e7 e1g1 c8d7 c2c4 d5c4 f3e5 d7c6 e5c6 b8c6 g2c6 b7c6 e2e3 e8g8 d1c2 d8d5 b1c3 d5h5 g1g2 c6c5 d4c5 e7c5 c3a4 h5d5 f2f3 c5b4 f1d1 d5b5 a2a3 b4a5 e3e4 a8d8 c1g5 d8d3 g5f6 g7f6 d1c1 d3d2,black
1583,IsMvfXl7,matei_popescu1510,1757,elatisador,1728,C29,e2e4 e7e5 b1c3 g8f6 f2f4 f8b4 d2d3 b4c3 b2c3 d7d6 g1f3 c8g4 f1e2 b8c6 e1g1 e8g8 h2h3 g4h5 g2g4 f6g4 h3g4 h5g4 f1f2 e5f4 c1f4 f7f5 e4f5 f8f5 f3d4 c6d4 e2g4 f5f4 f2f4 d4c6 d1f3 d8g5 g1f1 c6e5 g4e6 g8h8 f4f8,white
1584,iTA8jXY8,valeriehaida,1616,matei_popescu1510,1613,B15,e2e4 c7c6 d2d4 d7d5 b1c3 d5e4 c3e4 g8f6 e4f6 e7f6 g1f3 f8d6 f1c4 c8g4 h2h3 g4h5 c1e3 e8g8 g2g4 h5g6 d1d2 a7a5 e1c1 b7b5 c4d3 g6d3 d2d3 f8e8 f3h4 d6f8 h4f5 g7g6 d1g1 g6f5 g4f5 g8h8 e3f4 f8d6 d3g3 d6f4 g3f4 e8g8 g1g4 b8d7 h1g1 d8e7 f4h6 g8g4 h3g4 a8g8 c1d2 d7f8 c2c3 e7d6 f2f3 g8g5 g1e1 g5g8 e1e4 c6c5 d2c2 c5d4 e4d4 d6c7 b2b3 b5b4 c3c4 c7e5,black
1585,itHA7MQt,matei_popescu1510,1985,ayman-alking1,2059,A40,d2d4 e7e6 e2e3 b7b6 f2f4 c8b7 g1f3 b8c6 f1d3 d8e7 e1g1 e8c8 c2c4 g7g5 f3g5 g8f6 g5f3 h8g8 d3e2 f6g4 h2h3 g4h6 f1f2 h6f5 f3e5 e7h4 e3e4 f5d4 e2f3 h4h3,black
1586,Iti6AyEa,alkanscacchi,1699,matei_popescu1510,1796,A13,c2c4 e7e6 g2g3 d7d5 f1g2 c7c6 d1c2 g8f6 b2b3 f8e7 e2e3 e8g8 g1e2 b7b6 c1b2 c8b7 e1g1 c6c5 d2d4 d8c7 f1c1 d5c4 b3c4 b7g2 g1g2 b8d7 d4c5 d7c5 b2a3 f8d8 b1c3 a7a6 a1b1 d8d7 e2d4 a8d8 a3c5 e7c5 d4b3 c7c6 g2g1 h7h6 b3c5 c6c5 c2b3 d7d6 c3a4 c5c6 a4b6 d8b8 c4c5 d6d5 b3c4 b8b6 c5b6 d5d1 c1d1 c6c4 b6b7,white
1587,iTKMRRxq,knightbishop1,1705,matei_popescu1510,1726,D31,c2c4 e7e6 b1c3 d7d5 d2d4 c7c6 g1f3 d5c4 e2e4 b7b5 a2a4 f8b4 a4b5 b4c3 b2c3 c6b5 f3e5 c8b7 f1e2 a7a6 e2f3 g8f6 d1e2 e8g8 c1g5 b8d7 e5g4 h7h6 g5h4 g7g5 g4h6,white
1588,iTtVKZxg,king_blunder,1953,matei_popescu1510,1927,D30,d2d4 d7d5 c2c4 e7e6 c4d5 e6d5 b1c3 c7c6 c1f4 g8f6 e2e3 c8g4 g1f3 b8d7 d1b3 d8b6 f3d2 f6h5 f4g3 h5g3 h2g3 f8d6 f1d3 h7h6 b3c2 d7f6 d2f3 a7a5 a2a3 f6d7 d3f5 g4f5 c2f5 b6b2 e1g1 b2c3 f1c1 c3b3 f3d2 b3b6 a1b1 b6c7 c1c3 e8g8 e3e4 d5e4 d2e4 f8e8 g3g4 d6f8 g4g5 h6h5 g5g6 f7f6 f5h5,white
1589,iTZD60P3,matei_popescu1510,1782,ice-15,1850,D00,d2d4 d7d5 e2e3 g8f6 f1d3 c8g4 f2f3 g4h5 g1e2 e7e6 e1g1 c7c5 c2c3 b8c6 b1d2 f8e7 e2f4 h5g6 f4g6 h7g6 e3e4 e6e5 d4e5 c6e5 d3b5 e5c6 d1a4 d8b6 e4d5 f6d5 d2c4 b6c7 c4a5 a8c8 a5c6 b7c6 b5d3 c7h2 g1f2 e7h4,black
1590,iUGFNkXD,yog772004,1509,matei_popescu1510,1487,B27,e2e4 c7c5 g1f3 g7g6 d2d4 c5d4 d1d4 g8f6 e4e5 b8c6 d4d1 f6e4 f1d3 e4c5 e1g1 c5d3 d1d3 f8g7 b1c3 e8g8 c1g5 c6e5 f3e5 g7e5 f1e1 e5f6 g5f6 e7f6 c3d5 g8g7 d3f3 d7d6 h2h4 c8e6 d5c3 d6d5 h4h5 d5d4 c3e4 f6f5 e4c5 e6d5 f3g3 b7b6 c5d3 f8e8 h5g6 f7g6 e1e8 d8e8 g3c7 e8f7 c7f7 d5f7 a1e1 a8e8 e1e8 f7e8 a2a3 g7f6 d3f4 e8f7 g2g3 g6g5 f4d3 f6e6 g1f1 e6d5 f1e2 a7a5 f2f4 g5g4 d3f2 d5c4 f2d1 f7d5 e2d2 d5f3 b2b3 c4d5 d1f2 h7h5 d2d3 f3e4 f2e4 f5e4 d3e2 e4e3 e2d3 b6b5 b3b4 a5a4 f4f5 d5e5 f5f6 e5f6 d3d4 e3e2,black
1591,iuPW6X6c,evarmas,1760,matei_popescu1510,1766,B27,e2e4 c7c5 g1f3 g7g6 c2c3 d7d5 f1b5 b8c6 e4d5 d8d5 d2d4 c5d4 b5c6 d5c6 f3d4 c6g2 e1d2 f8g7 d2c2 g2f2 c1d2 c8f5 c2b3 g7d4 c3d4 g8f6 d2c3 e8g8 h1f1 f2e3 b1a3 a7a5 a3c4 e3e6 f1e1 a5a4,black
1592,IV8CxlXX,matei_popescu1510,1946,ploe,1803,B06,d2d4 g7g6 b1c3 f8g7 e2e4 d7d6 c1e3 g8f6 d1d2 e8g8 f2f3 b8d7 e1c1 e7e5 g2g4 a7a6 g1e2 b7b5 h2h4 c8b7 h4h5 e5d4 e2d4 d7e5 h5g6 f7g6 e3h6 e5f3 d4f3 f6g4 h6g7 f8f3 f1e2 g8g7 e2f3 g4f6 d2h6 g7g8 d1g1 d8f8 g1g6 g8f7 g6f6 f7e7,white
1593,IvaCl5Fg,matei_popescu1510,1879,threkmate,1861,A45,d2d4 g8f6 c1g5 c7c5 e2e3 b7b6 g5f6 e7f6 d4d5 d7d6 f1b5 b8d7 c2c4 a7a6 b5c6 a8b8 a2a4 g7g6 b1c3 f8g7 e3e4 e8g8 c6d7 c8d7 g1e2 b6b5 a4b5 a6b5 b2b3 b5c4 b3c4 b8b2 d1c1 d8b8 e1g1 f6f5 a1b1 b2b3 b1b3 b8b3 c1b1 b3c4,black
1594,IVhG2sW4,szleppy,1973,matei_popescu1510,1934,C00,e2e4 e7e6 g1f3 d7d5 e4d5 e6d5 d2d4 b8c6 c2c3 c8g4 f1e2 f8d6 e1g1 g8e7 b1d2 d8d7 d1a4 e8c8 b2b4 a7a6 b4b5 c6a7 c3c4 d5c4 e2c4 a7b5 a1b1 b5c3 a4d7 g4d7 b1b3 c3a4 c4f7 a4b6 d2c4 b6c4 f7c4 d7c6 f3e5 d6e5 d4e5 e7d5 f1e1 d8e8 c1b2 h8f8 b3g3 g7g6 c4d5 c6d5 g3h3 h7h5 h3d3 d5e6 d3e3 e8d8 g2g3 d8d2 e3e2 f8d8 f2f3 c7c6 g1f2 c8c7 e2d2 d8d2 e1e2 d2d1 f2e3 d1d5 e3f4 e6f5 f4g5 d5d8 g3g4 h5g4 f3g4 f5b1 g5f6 d8e8 e2d2 b1a2 f6g6 a2e6 g6f6 e6d5 g4g5 d5e4 g5g6,white
1595,IvkMXyFq,matei_popescu1510,1931,rainbow_sweety2022,1924,D00,d2d4 d7d5 e2e3 g8f6 f1d3 c7c5 c2c3 b8c6 f2f4 g7g6 g1f3 f8g7 e1g1 e8g8 f3e5 c8f5 f1f3 f5d3 e5d3 f6e4 c1d2 d8b6 d2e1 c5c4 d3e5 c6e5 f4e5 b6b2 b1d2 e4c3,black
1596,IVKVRZ4Y,matei_popescu1510,1618,ramses-n,1740,D02,d2d4 d7d5 g1f3 e7e6 g2g3 g8f6 f1g2 f8e7 e1g1 h7h6 c2c4 d5c4 b1c3 c7c6 c1f4 b7b5 f3e5 c8b7 a2a4 a7a6 a4b5 a6b5 a1a8 b7a8 c3b5 e8g8 e5c4 c6b5 g2a8 b5c4,black
1597,iVsFaw2c,gravytrainllc,1662,matei_popescu1510,1657,B10,e2e4 c7c6 d2d3 d7d5 d1e2 e7e5 c2c3 g8f6 e2c2 h7h6 h2h3 f8e7 g1f3 e8g8 f1e2 d8c7 c1e3 c8e6 e3c1 b8d7 b1d2 a8c8 d2f1 d7c5 c1d2 f8d8 d2e3 d5e4 e3c5 e7c5 d3e4 c5b6 f1e3 b6e3 f2e3 c7b6 e1f2 d8d7 h1d1 c8d8 d1d7 d8d7 a1d1 d7d1 e2d1 a7a5 b2b3 c6c5 f3e5 b6c7 e5f3 e6d7 d1e2 d7c6 e2d3 c7e7 e4e5 c6f3 e5f6,white
1598,ivW4J9fB,pence,1690,matei_popescu1510,1676,B10,e2e4 c7c6 f2f4 d7d5 e4e5 c6c5 c2c3 b8c6 f1b5 c8f5 b5c6 b7c6 g1f3 e7e6 d2d3 h7h6 h2h3 f8e7 g2g3 d8b6 b1d2 f5d3 g3g4 d3h7 e1g1 c5c4 g1g2 e7d8 b2b3 c4b3 a2b3 g8e7 c1a3 e8g8 a3b4 a7a5 b4d6 f8e8 c3c4 d5c4 b3c4 c6c5 a1b1 b6c6 g2g3 d8c7 d2b3 c7d6 e5d6 e7g6 f4f5 e6f5 g4f5 g6f8 g3g4 f8d7 d1d2 c6e4 d2f4 d7f6 g4g3 f6h5 g3g2 h5f4 g2g3 f4e2 g3f2 e4e3 f2g2 e2f4 g2g3 h7f5 b1e1 e3b3 e1e8 a8e8 g3f4 f5d7 f3e5 e8e5 f4e5 b3e3 e5d5 e3d3 d5c5 d3f1 c5b6 f1f2 c4c5 f2f3 b6a5 f3c6 a5b4 f7f5 b4c3 f5f4 c3d4 f4f3 d4e3 g8f7 h3h4 f7e6 h4h5 e6d5 e3f3 d5c5 f3f4 c5d6 f4g3 c6e4 g3f2 e4d3 f2g2 d3e3 g2h2 e3f3 h2g1 f3e2 g1h1 d7c6 h1g1 e2g2,black
